Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
1tb-portable-hard-drive-for-macs-usb-3-0-port-only,1TB Portable Hard Drive for Macs - USB 3.0,"<p>Our 1TB Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, USB 3.0 storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros.</p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, USB 3.0 storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>One USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<p><b>Drive Size: </b>1TB<br><b>Data Buffer: </b>64MB<br><b>Spindle Speed: </b>7200 RPM<br><b>Interfaces: </b>USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)<br><b>Dimensions:</b> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in<br><b>Power Supply: </b>100-240V AutoSwitching<br><b>Warranty:</b> One Year Repair/Replace</p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,portable-drives-USB3,"topseller, zbuff-64MB, zkitsize-1TB, zrpm-7200",true,Title,Default Title,,,,,FN71TB-USB3,558,shopify,10,continue,manual,129.99,139.99,true,true,'688168679933,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_02fe1484-d564-49cb-9500-3abfdde11977.jpg?v=1481767221,portable hard drive for macs,false,688168679933,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
1tb-portable-hard-drive-for-macs-usb-3-0-port-only,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_79dcf8ec-d4f5-4215-999f-78b946c3d215.jpg?v=1481770117,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
1tb-portable-hard-drive-for-macs-usb-3-0-port-only,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-usb3_9b008117-3ce0-4418-b28e-005fff807355.jpg?v=1481770117,portable hard drive for macs with usb 3.0 port only,,,,,,,,,,,,,,,,,,,
2tb-portable-hard-drive-for-macs-usb-3-0-port-only,2TB Portable Hard Drive for Macs - USB 3.0,"<p>Our 2TB Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, USB 3.0 storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros.</p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, USB 3.0 storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>One USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<meta charset=""utf-8"">
<p><b>Drive Size: </b><span>2TB</span><br><b>Data Buffer: </b><span>128MB</span><br><b>Spindle Speed: </b><span>5400 RPM</span><br><b>Interfaces: </b><span>USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)</span><br><b>Dimensions:</b><span> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in</span><br><b>Power Supply: </b><span>100-240V AutoSwitching</span><br><b>Warranty:</b><span> One Year Repair/Replace</span></p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,portable-drives-USB3,"zbuff-128MB, zkitsize-2TB, zrpm-5400",true,Title,Default Title,,,,,FN52TB-USB3,558,shopify,10,continue,manual,159.99,,true,true,'688168679919,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_c2b1e42d-e0f7-4982-a5f5-19593201b9ad.jpg?v=1481767219,portable hard drive for macs,false,688168679919,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
2tb-portable-hard-drive-for-macs-usb-3-0-port-only,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_dad4a4b0-b9aa-4bd2-9cd3-aef4cabe3544.jpg?v=1481770118,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
3tb-portable-hard-drive-for-macs,3TB Portable Hard Drive for Macs - USB 3.0,"<p>Our 3TB Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, USB 3.0 storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros.</p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, USB 3.0 storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>One USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<meta charset=""utf-8"">
<p><b>Drive Size: </b><span>3TB</span><br><b>Data Buffer: </b><span>128MB</span><br><b>Spindle Speed: </b><span>5400 RPM</span><br><b>Interfaces: </b><span>USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)</span><br><b>Dimensions:</b><span> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in</span><br><b>Power Supply: </b><span>100-240V AutoSwitching</span><br><b>Warranty:</b><span> One Year Repair/Replace</span></p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,portable-drives-USB3,"zbuff-128MB, zkitsize-3TB, zrpm-5400",true,Title,Default Title,,,,,FN53TB-USB3,558,shopify,10,continue,manual,219.99,219.99,true,true,'688168679896,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_744ab930-5b7a-4be9-a989-24bb33281d6e.jpg?v=1481767218,portable hard drive for macs,false,688168679896,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
3tb-portable-hard-drive-for-macs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_82cbb859-2484-4170-9b71-2f0d2fb108b2.jpg?v=1481770120,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
3tb-portable-hard-drive-for-macs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-usb3.jpg?v=1481770120,portable hard drive for macs with usb 3.0 port only,,,,,,,,,,,,,,,,,,,
1tb-portable-hard-drive-for-macs,1TB Portable Hard Drive for Macs with FireWire 800/400 and USB 3.0 ports,"<p>Our 1TB Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, multi-interface storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros. </p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, multi-interface storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>Two Firewire 800/400 ports and one USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<p><b>Drive Size:</b> 1TB<br><b>Data Buffer:</b> 64MB<br><b>Spindle Speed:</b> 7200 RPM<br><b>Interfaces:</b> USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)<br><b>Dimensions:</b> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in<br><b>Power Supply:</b> 100-240V AutoSwitching<br><b>Warranty:</b> One Year Repair/Replace</p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable, Firewire 800 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,drives-external-laptop,"topseller, zbuff-64MB, zkitsize-1TB, zrpm-7200",true,Title,Default Title,,,,,FN71TB,558,,0,continue,manual,139.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_5183b406-ff2d-4ac3-b6d1-f635ad7f00df.jpg?v=1464311511,portable hard drive for macs,false,688168679926,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
1tb-portable-hard-drive-for-macs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/macbook-pro-portable-hard-drive_f9b22a73-3461-44bf-b014-5579fabe0d9a.jpg?v=1464311511,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
1tb-portable-hard-drive-for-macs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_d5d14fcf-773f-412a-9c1f-f2616b7b4ce2.jpg?v=1464311511,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
1tb-portable-hard-drive-for-macs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-bk_8c6936e2-0edb-43c2-894b-5cda19d620fe.jpg?v=1464311511,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
2tb-portable-hard-drive-for-macs,2TB Portable Hard Drive for Macs with FireWire 800/400 and USB 3.0 ports,"<p>Our 2TB Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, multi-interface storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros. </p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, multi-interface storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>Two Firewire 800/400 ports and one USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<p><b>Drive Size:</b> 2TB<br><b>Data Buffer:</b> 128MB<br><b>Spindle Speed:</b> 5400 RPM<br><b>Interfaces:</b> USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)<br><b>Dimensions:</b> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in<br><b>Power Supply:</b> 100-240V AutoSwitching<br><b>Warranty:</b> One Year Repair/Replace</p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable, Firewire 800 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,drives-external-laptop,"zbuff-128MB, zkitsize-2TB, zrpm-5400",true,Title,Default Title,,,,,FN52TB,558,,0,continue,manual,179.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_46ea4d35-5413-4fb9-877a-4c0b646d1bf6.jpg?v=1464311432,portable hard drive for macs,false,688168679902,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
2tb-portable-hard-drive-for-macs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/macbook-pro-portable-hard-drive_6f43eaa1-3db9-4ea8-9811-2119b3e7e37c.jpg?v=1464311433,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
2tb-portable-hard-drive-for-macs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_4bd810f7-9153-4604-9181-b41708a500f3.jpg?v=1464311435,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
2tb-portable-hard-drive-for-macs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-bk_28bf7e6c-6aca-4304-9014-000727f73111.jpg?v=1464311439,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
ramjet-2tb-solid-state-drive-with-mac-pro-adapter,Ramjet 2TB SATA III 2.5-inch Internal SSD + Mac Pro Adapter,"<h3 style=""text-align: left;"">SSDs Optimized for your Mac Pro</h3>
<meta charset=""utf-8"">
<p style=""margin-top: -15px;"">Our 6Gb/s SATA III 2.5-inch Internal Solid State Drives are designed for your Mac Pro, with read speeds operating at 550 MB/s. A typical 7200 RPM rotating hard drive runs at 20-80 MB/s. Simplicity is key -- every Ramjet SSD comes with an easy upgrade kit that can be done in 3 simple steps. The upgrade kit includes:</p>
<ul>
<li>2.5"" to 3.5"" drive bay adapter for your Mac Pro</li>
<li>Cloning software CD</li>
<li>Mac ready tools (screwdriver)</li>
</ul>
<p>Our Mac Pro SSD kits also include a 2.5"" to 3.5"" adapter for easy installation in any of your Mac Pro drive bays.</p>
<h3 style=""text-align: left;"">10x the Reliability</h3>
<p style=""margin-top: -15px;"">A Ramjet SSD is built with flash chips so there are no moving parts. That means:</p>
<ul>
<li>Less mechanical failure</li>
<li>More resistant to shock and vibration than rotating hard drives</li>
<li>Quieter operation</li>
<li>Less heat generated than rotating hard drives</li>
</ul>
<!-- split -->
<p>Watch our installation video:<br> <iframe src=""//www.youtube.com/embed/HvGlYIjbB9c"" height=""225"" width=""400""></iframe> <br> <a href=""http://manuals.info.apple.com/en_US/Mac_Pro_SSD_DIY.pdf"">Click here for Apple's installation guide (PDF.)</a></p>",Ramjet,mac-pro-kits,ztitle-2TB Upgrade Kit,true,Title,Default Title,,,,,MD-SSD2T-MP,399,shopify,10,continue,manual,699.99,,true,true,'688168679964,https://cdn.shopify.com/s/files/1/0197/5874/products/ramjet-mac-pro-ssd-upgrade-kit_80b4d8a2-c046-472d-a915-3084bed40ad2.jpg?v=1481767204,Ramjet 1TB SATA III 2.5-inch Internal SSD + Mac Pro Adapter,false,688168679964,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,s-s-d,s-s-d,new,FALSE,SSD,400-450,,,,,lb,
ramjet-2tb-solid-state-drive,Ramjet 2TB SATA III 2.5-inch Internal SSD,"<h2 style=""text-align: left;"">SSDs Optimized for your Mac</h2><meta charset=""utf-8""><p style=""margin-top: -15px;"">Our 6Gb/s SATA III 2.5-inch Internal Solid State Drives are designed for your Mac, with read speeds operating at 550 MB/s. A typical 7200 RPM rotating hard drive runs at 20-80 MB/s. Simplicity is key -- every Ramjet SSD comes with an easy upgrade kit that can be done in 3 simple steps. The upgrade kit includes:</p><ul><li>USB 3.0 to SATA3 cable</li><li>Cloning software CD</li><li>Mac ready tools (screwdriver)</li></ul><h2 style=""text-align: left;"">10x the Reliability</h2><p style=""margin-top: -15px;"">A Ramjet SSD is built with flash chips so there are no moving parts. That means:</p><ul><li>Less mechanical failure</li><li>More resistant to shock and vibration than rotating hard drives</li><li>Quieter operation</li><li>Less heat generated than rotating hard drives</li></ul><!-- split --><p>SSD Installation Guides for MacBook Pro</p><ul><li><a href=""http://www.ifixit.com/Guide/MacBook+Pro+13-Inch+Unibody+Mid+2009+Hard+Drive+Replacement/1337/1"">MacBook Pro 5,3 to 9,2</a></li><li><a href=""http://www.ifixit.com/Guide/MacBook+Pro+13-Inch+Unibody+Mid+2009+Hard+Drive+Replacement/1337/1"">MacBook Pro 5,1 to 5,2</a></li><li><a href=""http://www.ifixit.com/Guide/MacBook+Pro+15-Inch+Core+Duo+Model+A1150+Hard+Drive+Replacement/486/1"">MacBook Pro 1,1 to 4,1</a></li></ul><p>SSD Installation Guides for Mac Pro</p><ul><li><a href=""http://www.youtube.com/watch?v=HvGlYIjbB9c"">Watch our installation video</a></li><li><a href=""http://manuals.info.apple.com/en_US/Mac_Pro_SSD_DIY.pdf"">View Apple's step-by-step guide</a></li></ul><p>SSD Installation Guides for MacBook</p><ul><li><a href=""http://www.ifixit.com/Guide/MacBook+Unibody+Model+A1342+Hard+Drive+Replacement/1670/1"">MacBook 6,1 and 7,1</a></li><li><a href=""http://www.ifixit.com/Guide/MacBook+Unibody+Model+A1278+Hard+Drive+Replacement/816/1"">MacBook 5,1</a></li><li><a href=""http://www.ifixit.com/Guide/MacBook+Core+Duo+Hard+Drive+Replacement/282/1"">MacBook 1,1 to 4,1 and 5,2</a></li></ul><p>SSD Installation Guides for Mac mini</p><ul><li><a href=""http://www.ifixit.com/Guide/Mac+Mini+Mid+2010+Hard+Drive+Replacement/3113/1"">Mac mini 4,1 to 6,2</a></li><li><a href=""http://www.ifixit.com/Guide/Installing+Mac+mini+%28PowerPC%29+Hard+Drive/268/1"">Mac mini 1,1 to 3,1</a></li><li><a href=""http://www.ifixit.com/Guide/Installing+Mac+mini+Model+A1176+Hard+Drive/1108/1"">PowerMac 10,1 and 10,2</a></li></ul>",Ramjet,s-s-d,ztitle-2TB Upgrade Kit,true,Title,Default Title,,,,,MD-SSD2T,399,shopify,100,continue,manual,679.99,,true,true,'688168677403,https://cdn.shopify.com/s/files/1/0197/5874/products/ramjet-sata3-ssd-upgrade-kit_c4a8194e-6b6d-442b-b318-54a22338a2aa.jpg?v=1481767223,Ramjet 1TB SATA III 2.5-inch Internal SSD,false,688168677403,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,s-s-d,s-s-d,new,FALSE,SSD,400,,,,,lb,
external-hard-drive-enclosure-for-your-mac-usb-3-0-port-only,External Hard Drive Enclosure for your Mac (USB 3.0 port only),"<p>These external hard drive enclosures for Macs have a sleek design that match the exterior of the latest iMac and Mac Pro. This high quality aluminum enclosure is optimized for heat dissipation. Includes a single USB 3.0 port, also compatible with USB 2.0.</p>
<p>This bare drive enclosure does not contain a hard drive. Contains one (1) USB 3.0 port.</p>
<p><b>This Drive Enclosure Kit Contains:</b></p>
<ul>
<li>Aluminum enclosure that fits one 3.5 inch HDD</li>
<li>Enclosure dimensions: 8.7 inches x 4.5 inches x 1.5 inches</li>
<li>AutoSwitching 100-240V 50/60Hz Power Adapter</li>
<li>USB 3.0 cable</li>
<li>User Manual</li>
</ul>",Ramjet,external-desktop-storage-usb3,"zbuff--, zkitsize-Enclosure Only",true,Title,Default Title,,,,,USB3ENC,1016,,0,continue,manual,69.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/ramjet-external-desktop-drives_a0939ad9-0660-4a25-999f-defd5eda3bab.jpg?v=1463677479,External drive enclosure with USB 3.0 port,false,688168679957,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Ext Desktop Drives,RSLA,,,,,lb,
external-hard-drive-enclosure-for-your-mac-usb-3-0-port-only,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/external-hard-drive-for-mac-U3_grande_02b3cbe2-812c-4008-b095-607f10cadb51.jpeg?v=1463677479,External hard drive enclosure with USB 3.0 port,,,,,,,,,,,,,,,,,,,
external-hard-drive-enclosure-for-your-mac-usb-3-0-port-only,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/ramjet-external-desktop-drives-ft_bc78edc4-b975-4c46-b288-13bf300eb96e.jpg?v=1463677479,External hard drive enclosure with USB 3.0 port,,,,,,,,,,,,,,,,,,,
1tb-external-hard-drive-with-usb-3-0-port,1TB External Hard Drive with USB 3.0 port,"<p>These external hard drives for Macs have a sleek design that match the exterior of the latest iMac and Mac Pro. Ultra-Fast SATA drives deliver 6Gbps performance. Includes a single USB 3.0 port, also USB 2.0 compatible. Pre-formatted for Mac OS X, and is fully compatible with versions 10.0.3 and newer. </p>
<h3>Specifications:</h3>
<p>This high performance, Mac compatible external hard drive is designed with a high quality aluminum enclosure that is optimized for heat dissipation.</p>
<div>
<b>Drive Size:</b> 1.0TB<br><b>Data Buffer:</b> 64MB<br><b>Spindle Speed:</b> 7200 RPM<br><b>Interface:</b> 1 USB 3.0 port (5Gbps)<br><b>MTBF:</b> 300,000 Hours<br><b>Dimensions:</b> Height: 1.5 in, Depth: 8.7 in, Width: 4.5 in<br><b>Power Supply:</b> 100-240V AutoSwitching<br><b>Warranty:</b> One Year Repair/Replace<br><br><b>This Drive Kit Contains:</b>
<ul>
<li>High quality aluminum enclosure for optimized heat dissipation</li>
<li>3.5"" internal hard disk drive</li>
<li>AutoSwitching 100-240V 50/60Hz Power Adapter</li>
<li>USB 3.0 Cable</li>
<li>User Manual</li>
</ul>
</div>",Ramjet,external-desktop-storage-usb3,"zbuff-64MB, zkitsize-1TB, zrpm-7200, ztitle-USBExtDesktop",true,Title,Default Title,,,,,F8W1T-USB,1724,,-6,continue,manual,129.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/ramjet-external-desktop-drives_db012ed0-543d-42e8-b1e9-ec83d91a3c6c.jpg?v=1479413816,1TB external hard drive for macs,false,688168675171,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Ext Desktop Drives,RSLA,,,,,lb,
